record_id,given_name,family_name,DOB,sex,phone_number,household_street_address,household_zip,parent_given_name,parent_family_name,parent_email
19439359,CARMEN YVETTE,NEGRETE-ALAMILLO,2018-10-24,F,3039046474,80 MISTLETOE RD,,PAUL LENNY,ALAMILLO,IMRISHIKACHAUDHARY@GMAIL.COM
19437605,RAEGAN ALISON,JEANNETTE,1800-05-24,F,3038418823,4465  COMANCHE  DR  UNIT 1,80303.0,BARBARA,JEANNETTE,BARBIEJEAN@GMAIL.COM
19442274,CHARLES TREASIGH,MCGRIGG,2010-11-03,M,7204947201,501 S ALCOTT ST,80219-3018,JARLATH BRYAN,MCGRIGG,BOOKHEATHERSTRONG@PROTONMAIL.EDU
19440876,SAGE MELODY,MORNINGSTAR,2009-08-04,F,3038142256,4831 ENID WAY,80239-5446,DINA DAVIDA,MORNINGSTAR,ZUZANA@SIXNINES.NET
19436339,MADISON KYLE,STARLING,2009-04-07,F,3037985887,425 S GALENA WAY APT 1-105,80247-1345,TODD C,STARLING-SMITH JR.,CITYRUNNER@HOTMAIL.COM
19443543,ADRIAN FELIPE,LUNA,2014-05-17,M,3039932480,9101 FEDERAL BLVD APT 307,80260-7425,ANTONIO FELIPE,LUNA,TEJEROANTONIO@YAHOO.COM
19438004,WESLEY JASON,DOPPLER,2009-07-17,M,3034565058,2210 TELLURIDE CT.,80013-4236,CHAD F. JANEZ,DOPLER,CARDSBYHARRIS@GMAIL.COM
19437877,IZABELLA ELLEN,FLECK,2008-01-09,F,3037984802,3324 E EUCLID AVE,80121-3614,MARGOT,CARTER FLEC,MYERSTAVON0@GMAIL.COM
19440840,DAKOTA ROWENA,BOSTICK,2010-04-21,F,,19 MOLINE ST,80010-4637,KATIE JADE,BOSTICK,STEFANIE.MOON@BK.NET
19443534,ANNA MILENA,SANCHEZ,2014-05-20,F,,9688 LANE ST,80260-5450,ROMINA MERCEDES,SANCHEZ,MERC.SANCHEZ@MADEINTYNEANDWEAR.NET
19443627,DESHAWN FILMON,FLETTER,2011-05-05,M,7204209642,151 S JOLIET CIR,80012-1037,AVGUST FERIT,FLETTER,FLETTER.AVGUS282@SELLBETTER.EDU
19439433,GAVIN MARCO,PIERCE,2001-09-11,M,,1445 NORFOLK NW ST.,80011-7554,LISSA RYAN,PIERCE,MELISSA@BUYERSINTERNATIONAL.COM
19441959,MIRANDA KAY,FLING,2012-08-08,F,3033888610,10415 KICKING HORSE DR,80125-7960,ARCHER BOBBY,SPAULDING,DHOLDEN@PAULDING.EDU
19439387,MICHAELA FLAVIA,JARAMILLO,2018-02-07,M,3037669500,5409 EAST 114TH PLAC,80233-2872,NOREEN ANI,DELVERRDE,HENSHAW.PATRICK@YAHOO.COM
19441086,KANE ALAN,HOPKINS,2013-09-15,M,3034308520,5631 E KETTLE PL,80112-2458,CHARLOTTE IDA,HOPKINS,CHARLOTTE@PROIFALL.NET
19441356,BRAY WALLACE,POLKINGHORNE,2010-05-29,M,3032884172,18914 E BRIARGATE LN APT 2C,80134-3657,MAGGIE ALANNA,POLKINGHORNE,MAGGIE.ALLEN@NOAA.ORG
19442565,JENNIFER JIMENA,ENRIQUEZ,2012-09-22,F,3037912004,7167 FALLON CIR,80104-8818,REGINA LAURA,ENRIQUEZ,BAN369@RISU.EDU
19442262,CHEYANNE REGANNE,GULLEY,2012-03-09,F,3036788683,1692 CLARK ST,80011-4220,KELLACH KEVAN,GULLEY,STELLACAY@GMX.EDU
19440138,KAELA NATSNET,SPENCER,2012-12-12,F,3034211092,8680 RICHARD RD,80229-5066,DAHLAK JELANI,SPENCER,ARINA.LASKA@MAIL.COM
19440987,ROBERT SINCLAIR,SHEPARD,2012-08-20,M,3034232880,13806 LEXINGTON PL,80023-9377,ROBIN EDGAR,SHEPARD,SHEPARD.ROBIN304@CHLOESHEPPARD.COM
19442091,MEENA ANJALI,KARKAVANDIAN,2010-10-13,F,3034207254,5426 DTC PKWY,80111-2755,RANBIR CHANEMOUGAM,KARKAVANDIAN,MARTINA.FARKAS@SOTI.NET
19441818,KAYLA ALINA,DRINKARD,2011-07-10,F,3039726600,12523 CHERRY ST,80241-3023,JACQUELINE CAROLINE,DRINKARD,JACQUES1951@LIVE.ORG
19442346,RYAN HUNGAS,MCKENNA-SHADOWENS,2010-06-02,M,3039556146,2400 E CHERRY CREEK SOUTH DR UNIT 304,80209-3255,BEARTLAIDH PATRICK,MCKENNA-SHADOWENS,AISLING.KENNY@RTE.COM
19441284,SARAH NORMA,PATTERSON,2014-07-05,F,3034691813,4013 S CARSON ST UNIT C,80014-6185,RINA LINETTE,CAUSEY,COORDINATING@UBYSSEY.COM
19443399,SARAH JUANA,MARTINEZ,2013-03-27,F,3036946831,3945 EATON ST,80212-7220,FERNANDO JOSE EZEQUIEL,MARTINEZ,
19440894,BRITTANY NESSA,MITCHELL,2014-11-11,F,3037761433,782 URBAN CT,80401-4714,CARISSA MONICA,MITCHELL,BP@RADIUSARTISTS.COM
19442703,ASHLEY BIANCA,GOMEZ,2010-06-08,F,,2077 KINGSTON ST,80010-1317,TRINIDAD LUNA,GOMEZ,BABBLINGBATES@ME.COM
19438624,MAGGIE MNU,CARR SMIT,2014-03-30,F,,11807 ELK HEAD RANGE RD,80127-3708,JASON LUDEK,SMITH,JLUDEK@GMAIL.COM
19442526,DANIELA JOAQUINA,SOTO,2013-08-10,F,7203534229,7035 W 36TH AVE APT 3,80033-7702,VALERIA PAULINA,SOTO,HELLOVALERIE@PROTONMAIL.EDU
19441239,ADAM JERRY,COLE,2012-10-22,M,3036837443,1811 BELLAIRE ST,80220-1050,ALISON MURIEL,COLE,EDITORIAL@DESCONTROL.NET
19441143,BRIANNA FRANCES,KITLEY,2014-06-23,F,7209817305,1626 S CHESTER CT,80247-3405,DEBORAH LYNETTE,KITLEY,DEBORAH@ZICKLERPOTTERY.COM
19438058,REBECCA-DAWN,NILL,2009-06-09,F,7205299494,2397   QUEBEC ST,80207-3556,ALEXA,DEL PARTE,WORK@ALLTHEMONEYCO.COM
19442094,AMBAR CHANDI,LARA URVINA,2010-06-18,F,,1004 21ST ST,80401-1755,RANBIR ESHAN,LARA URVINA,CLINTON@PERSONALMANAGER.COM
19439677,AUBREY LYNETTE,HUBBARD,2014-02-09,F,3037667437,1800   N HAMILTON ST,80305  7370,SHELLEY,LAST,MYHUBBY_SHELL@GMAIL.COM
19440195,CHRISTOPHER SAKARIAS,ANDERSON,2012-10-16,M,,3081 S BELLAIRE ST,80222-6708,JESPER ALESSANDRO,ANDERSON,BDE@PERSOL.NET
19441053,BENJAMIN OSWALD,PAUL,2011-04-11,M,3036909274,3136 S GIBRALTAR ST,80013-4324,HEATHER LAUREN,PAUL,LA.PAUL@HEATHERHEARTS.ORG
19440825,MERCEDES LENA,WEBB,2013-10-02,F,3036901635,12779 IVANHOE ST,80602-4685,WARWICK JERROLD,WEBB,BOXOFFICE@WARWICKSCHOOL.ORG
19443645,XAVIER JELANI,BRENZA,2012-09-15,M,3039261830,903 LARAMIE LN,80516-7531,MASSAWA ALI,BRENZA,TERRASSA@TURISME.NET
19437918,OWEN CHRISTOPHER,CHRISTIE,2012-06-02,M,7209220551,582 AVALON AVE,80026-9026,JOHN JAI JAI,CHRIS TIE,OMERTAPRODUCTIONS24@GMAIL.COM
19439246,AMBER H,SHAPIRO,2006-02-18,F,3037913441,361 S PARK ST,80103-9789,KELLY ROSALINDROSALIND,SHAPIRO,SHAPIRO.KELLY179@SOPOINDIA.COM
19438066,RILEY MORRIS,SPRIG,2014-05-13,M,3039044777,6831 PINTAIL CT,80016-2644,SCOTT,SPRIGGS,EKHAYACORNER@GMAIL.COM
19443285,LAYZA ISABEL,PEREZ,2012-08-05,F,,18001 WEYMOUTH AVE,80134-7772,NARCISO ABELARDO,COLMENERO,AYUDAACOGIDAS@ADAACOLMENAR.ORG
19438504,COCO ELFRIEDE,HINDLEMANN,2014-11-08,F,3034996916,1244 QUARI ST,80011-6225,ARNOLD GEORG,HINDLEMANN KL,KLUGKLUG88@GMAIL.COM
19439885,ADRIAN YAGUATI,SALAS,2014-02-16,M,3037897459,4657 S MONACO ST APT 203,80237-3540,ERICK-WOUT,SAKAS SR.,EXPGAMINGSUPP@GMAIL.COM
19442409,XANDER KYLE,REAGAN,2014-11-28,M,3039795495,6832 S NETHERLAND WAY,80016-2601,DARERCA KEARA,REAGAN,ME@REALEAZ.NET
19438196,BRITTNEY BLANCHE,GUTIERREZ,2010-09-15,F,7204234466,12519 E AMHERST CIR,80260-5451,KELLY LUNA MARIA,GUTIERREZ,BYTHELUNA@BIZVILLE.NET
19439675,EDUARDO HECTOR,REAL,2009-08-13,M,7205351179,1314 W SHEPPERD AVE APT 303,80120-2164,VIICTOR,REAL,VICTOR.REAL@GMAIL.COM
19441749,IVY FRANCES,LEE,2014-08-08,F,3039321186,1355 STUART ST,80204-1242,WADE MILBURN,LEE,SOLC@CALDESDEMALAVELLA.ORG
19440177,SALINA MEBRAT,TESFAY,2009-03-12,F,3036881870,22254 E OTTAWA CIR APT 532,80016-2764,SAYID TEODROS,TESFAY,VIZCAYA@VOXESPANA.COM
19443450,BRAD QUILIANO,GARCIA,2012-11-08,M,3039480121,5650 W 1ST AVE,80226-2354,MARTA GABRIELA,GARCIA,REMI.TSCHANZ@AFICIA.ORG
19442982,JULIAN MAURICIO,SANCHEZ-CRUM,2010-08-07,M,,9595 S EVERETT WAY,80127-8533,PACO IGNACIO,SANCHEZ-CRUM,GERY.SANCHEZ@ARTCENA.NET
19441212,BRITTANI EVONNE,SPEARS,2009-03-15,F,3039726969,9636 DUNNING CIR,80126-8127,BRITNEY MOLLY,SPEARS,COURTNEY@THEJAYAGENCY.COM
19439451,ISMAEL ALFREDO,SOLORZANO,2014-08-29,M,3033410373,12977 CEDAR DR APT #204,80228,JOHN GUADALUPE,L.N.U,DIONELLYMICHELLE@GMAIL.COM
19443372,ERIKA HONORIA,ESQUINCA,2013-05-03,F,3034328010,11801 YORK ST UNIT 1621,80233-2355,FULGENCIO ALEXANDER,ESQUINCA,MNAT@GENCAT.ORG
19437533,GRANT ARMAAN,SYMMONDS,2010-09-26,M,3034442708,526 85TH CIR,80516-2532,RUSSELL A.,SYMMONDS,AKAAY9@GMAIL.COM
19437902,TRENT OWEN,HAYES,2011-08-09,M,3038417543,230      19TH AVE,80203-4331,(ADELLA)KARA,COLLINS,SUPABOILEO@GMAIL.COM
19440501,BRIAN WILHELM,HOFF,2013-04-17,M,3036749457,16475 W 62ND LN,80403-2632,KRISTIANE JENNIFER,HOFF,CHRISTIAN.DO@EXO.COM
19439177,ESMERALDA ADELYN,TAPIA,2004-03-13,F,3033463460,1824 S LOGAN ST,80210-3126,APRIL DANIELLE,UNKNOWN,TAPIA@PANAMSALES.COM
19442493,JORDAN ERIKA,GUERRA,2012-08-14,F,3034335751,3740 WOODGLEN BLVD,80233-1638,EMILIO JORGE,GUERRA,INSCRIPCIONS@ESQUERRA.NET
19440612,DALTON JONAS,WOLFINBARGER,2012-11-11,M,3033888485,1247 S DOVER WAY,80232-5248,ADOLF SERIOUS,KANTOR,KANTOR.SERIO297@FLEETPOINT.ORG
19440291,SHANNON ILDIKO,KASCSAK,2009-02-07,F,3037580184,3920 HOYT CT,80033-4224,JULIA PANNA,KASCSAK,
19437760,NOEL ERIC,SEMANIK,2014-12-14,M,3036837772,3860 CODY ST,80033-4311,DOMINICA'MARIA',SEMANIK,DM_PHOTOGRAPHY34@GMAIL.COM
19437591,COURTNEY MNU,EISENACH-SCOTT,2014-07-29,F,3039789906,9256 LEMON GULCH DR,80123-6722,JAMES MAIK,EISE-NACH,PRODUCERSSNWAPSTAR@GMAIL.COM
19441893,EMILY TARA,WOODHOUSE,2009-11-18,F,3034323149,11975 E HARVARD AVE # 3-107,80014-5497,JAMES MORTON,WOODHOUSE,MANAGEMENT@INITIO.COM
19443447,IRVING ANGEL,AMEZQUITA,2011-01-11,M,3034206494,9749 GATESBURY CIR,80126-8885,LIDIA ISABEL,AMEZQUITA,PURO@MR.NET
19441509,ANDREA HEATHER,WOODWARD,2010-03-25,F,3039861075,141 VINE ST,80206-4612,BONNIE NERISSA,WOODWARD,STEPHANIE.WOODWARD@CBS.COM
19439927,CHRISTINA LUISA,HERRERA,2012-11-11,F,3032380797,940 BONNIE BRAE BLVD,80503-6488,JESSICA-MARISA,HERRERA JONES,HERRERA.JESSI410@SERVICEALAFRANCAISE.COM
19437802,JAZMIN IDA,NEAL,2009-11-30,F,3036700988,1343 S WYANDOT ST,80219-1613,DAVID PAGOUR O',NEAL,NEILSBUSINESS3@GMAIL.COM
19439256,CHLOE DEBORAH,NOONAN,2017-01-18,F,3036178759,11532    SAINT PAUL CT,80233-2621,ANTHONY DIGBY,NOONAN,TONYDREAMSMUSIC@GMAIL.COM
19441659,JARED SEYMOUR,BEADNELL,2012-06-09,M,,6960 S UINTA ST,80112-1339,TEMESGEN GOYTIOM,BEADNELL,RESUMES@SCCONSULTINGLLP.COM
19438146,CHASE ALICK,STONE,2010-04-11,M,3036804911,150 W 9TH AVE UNIT 1201,80116-8749,NAIRA&,STONE,STONE.ELISE290@CASAMARIOL.COM
19443855,JULIA AMI,JACKSON,2009-08-20,F,7208872764,12207 E 52ND AVENUE DR,80239-4004,KSHITIJA RIYA,JACKSON,RI.JACKSON@GIORGIOJACKSON.COM
19441167,DAISY JENNY,WANLESS,2012-09-25,F,3034001425,1670 ENSENADA WAY,80011-5332,NEJAT FRIDRIH,WANLESS,RENE@TOCATL.COM
19442004,JOSEPH RILEY,MITCHELL,2011-08-25,M,3033735892,4343 S SYRACUSE ST APT 21,80237-2622,SHEILA DOREEN,CARR,QI@SHEPHERD.ORG
19437937,BRANDON JACOB,ALEXANDER,2010-09-29,M,,7616 BLUE WAT3R,80108-8564,KRISTINE A.,[''],RONZEYL@THERETNUHAGENCY.COM
19441515,NATHANIEL ELDON,STIBBS,2013-03-16,M,3034388526,19670 CLUBHOUSE DR APT 120,80138-6213,KIMBERLEY MONICA,STEEVES,GIZ@BERMEO.EDU
19441197,JAX DARCY,TILLEY,2013-12-27,M,3033009880,7588 NUTHATCH CIR,80134-2703,SUE DIANA,TILLEY,CAJA@NOVILLERO.NET
19441866,ALEXEA MADONNA,SMITH,2010-09-10,F,7204940619,8631 W UTE DR,80128-6971,WILLA LUCY,SMITH,GIDROLAIF@MAIL.NET
19441050,MARI DIANA,DOWELL,2013-02-04,F,7204797392,5204 VAUGHN ST,80239-4050,AUCAMAN KNOTON,DOWELL,CARABOBO@CAMARAPETROLERA.ORG
19439188,ANYA JOHANNA,JONES,2010-05-27,F,,96 WEDGEWOOD DR,80211-4384,DOUG ABRAHAM,BRIDGEFORTH,
19443144,LESLY BONITA,LUJAN-GARCIA,2014-05-19,F,3034701799,8200 SHERIDAN BLVD APT 909,80003-6113,ALEX DAVID,LUJAN-GARCIA,ALEX@PALMBAY.EDU
19439107,CONRAD JAMES,SUTTERFIELD MACLEAN,2016-04-06,M,3036171076,14038 MCKAY PARK CIR,80023-6527,DAIZY TAZMIN,MACCLEAN,T.MACLEAN@WKAAVOCATES.COM
19441125,RYAN BRUCE,MELLIN,2011-01-14,M,3037561574,1315 HOLLY DR E,80020-1123,LOUISE ADA,FARR,MARIELOUISE@VINTA.EDU
19443633,ISAIAH AZIZ,EDSON,2011-11-16,M,3034233030,123 S DOWNING ST,80209-2430,MARKO GUNTER,EDSON,MARTIN@BOUNDARYSOUNDS.COM
19437942,KATIE RYAN,DONAGAN,2009-03-21,F,,18912 E BRIARGATE LN APT 3 A,80014-4113,FNU,DONAGAN,CHRIS.DONAGAN@GMAIL.COM
19441983,AUSTIN JULIAN,BROWN,2014-09-17,M,3035340730,8769 LARCH TRL,80134-4093,JENNET DONNA,BROWN,DONN.BROWN@BETTERVIEW.NET
19442199,JESSE LABUGUEN,ARZAGA,2012-04-29,M,,180 S WEIR DR,80219-1750,ALCOMENDRAS TREB,ARZAGA,TRANS@IN.NET
19441923,EZRA JOEY,GUNN,2013-06-08,M,3038534717,6680 ALBION ST,80022-2308,LINDY EMMY,GUNN,MARINECLUB@MINDEF.ORG
19438482,ALEXIS-NADIA,ANDASOLA,2014-02-13,F,3036605156,7429 QUAY ST,80249-7211,SHEENA ROMINA,ANDASOLA,TAMEEKAEATS@GMAIL.COM
19441092,ALEXIS EDNA,HAMBELTON,2011-10-18,F,3033670238,3360 NORTHPARK DR,80031-6715,ROY ERASMUS,HAMBELTON,BDIN2@BLOOMBERG.NET
19440249,LUCY JOLINE,CARLSON-KRAKOFF,2012-08-17,F,3036901697,9404 W 89TH CIR,80021-4407,BJORN DARIN,CARLSON-KRAKOFF,
19440207,JOSHUA UNO,ANDERSON,2012-01-11,M,7202624278,7865 S NIAGARA WAY,80112-2517,PHILIP JAMIE,ANDERSON,ALLISON@ALLISONANDERSON.COM
19442670,JASMINE JULIA,TINAJERO,2012-10-22,F,3037985776,7950 S BLACKSTONE PKWY,80016-7279,FLORENCIO LEOPOLDO,VIDALES,MFLORENSA@AMEDIO.NET
19443624,SHAYLA MILENA,HUDSON,2010-06-06,F,3034274580,3100 S FEDERAL BLVD APT 116,80236-6013,T SOMCHAIR,KHAMSITTHISACK,PVOGEL@MEDIAMATTERS.ORG
19440606,DILLON MATHIAS,REISINGER,2014-03-23,M,,6029 OAK ST,80004-4642,BERNHARD DIETMAR,REISINGER,RESEARCHTEAM@UKCOACHING.ORG
19441365,PHILIP STUART,JONES,2009-07-14,M,3033643786,3148 S DALLAS CT,80210-6841,JUSTINE CARISSA,JONES,JUSTIN@BROWNAGENCY.NET
19440459,KAIRA ANNETT,KOLLER,2009-09-20,F,,5540 HACKNEY CT,80134-5310,KAREN LIDIA,KOLLER,LI.KOLLER@CARMENSOL.COM
19439714,ROBERTO MATEO,ALONSO,2011-10-29,M,,6433 SOUTH QUAIL ST APT. 240,80004-2610,PATRICIA DANIELA,BACA,P.D.BACA76@VERIZON.NET
19443021,PERLA LANA,OROZCO,2010-07-08,F,3034698647,11659 SHERMAN ST,80233-2019,MATEO JUAN FRANCISCO,OROZCO,JUA.OROZCO@OLIVERIOOROZCO.EDU
19438820,ANDRES HERNANDO,LUNA,2013-02-24,M,3036849304,6583         URBN STREET,80004-2429,AMY HERNANDEZ,LUNA,AMY@SQEMPRESAS.COM
19438570,DENNISE MELINA,PAYAN,2014-08-02,F,3039360607,1517 BELLWOOD DR,80504-8742,FNU FEDERICO,PAYAN,PINKETTALLURE@GMAIL.COM
19443138,VICTOR JOSE,MARTINEZ,2014-09-06,M,3039864898,1473 SUNSET RIDGE RD,80126-2679,MARUJA LUZ,MARTINEZ,LUZ.MARTINEZ@ICOCHART.NET
19437577,ADELLE HELENA,LOPEZ,2011-01-22,F,3037412155,17775 E ABERDEEN PL,80016-3203,XXX NICOLAS,LOPEZ,KYHL@LIVE.NET
19438765,BRENDEN,DULIN,2009-04-08,M,3032906641,13673 W TULANE PL,80465-1158,SHELBY,DULIN,SDULIN@GMAIL.COM
19442085,MILAD VANDAD,MOOSAVI,2013-12-17,M,3039489127,1039 S PARKER RD APT L23,80231-7820,NISHTIMAN I,MOOSAVI,JSANSAN@MOTOSAN.NET
19440213,SAMUEL LUCAS,ECKDAHL,2011-03-02,M,3039041901,5421 WILLOW WOOD DR,80465-2109,SABINA ROJIN,ECKDAHL,REDACTIE@EMBVANDAAG.COM
19440726,CODY MICHAEL,STEELE,2011-12-23,M,3039488436,348 S NILE ST,80012-2238,TERENCE HALE,STEELE,CONFERENCE@IEEP.ORG
19442814,LEO JAVIER,OLIVAS,2014-07-31,M,,1147 BIRDIE RD,80020-1219,RAUL MAURICIO,OLIVAS,LCABRERA@LATINA.ORG
19440645,JACK MARCEL,REPENNING,2011-07-15,M,3037568177,814 E 19TH AVE,80218-1026,JEROCEL DARNA,REPENNING,FLERTJEJER@BAJENBOXNING.EDU
19442106,KIRA EFIMIYA,SEEDROFF,2009-01-04,F,3037611588,3935 WHITE LEAF PL,80108-2824,KUZMA PHILIP,SEEDROFF,BABES@THESEXPEDITION.COM
19442388,RILEY CEIRE,O CONNELL,2009-12-02,F,3032387419,3808 S HAZEL CT,80110-3223,SHEARY RIAN,O CONNELL,ROMAIN.CAYREY@LEMONITEUR.ORG
19440522,VICTORIA JUTTA,RIEGE,2012-07-11,F,3034310792,1178 S KALISPELL WAY,80017-4016,CHRISTIN STEFANIE,RIEGE,CHRISTINA@LIONFORGE.COM
19441677,JOHN EARL,BUFORD,2009-01-01,M,,3500 ROCKMONT DR APT 1211,80202-1072,LIBBY VIOLA,BUFORD,JENNI@BRADFORDTODAY.EDU
19443780,GABRIEL THEODORE,HUGHES,2010-05-12,M,3033730776,2233 S HOLLAND ST,80227-2209,WINDSOR ALTON,HUGHES,FORBUNDSFORMANDEN@SL.NET
19438088,CRYSTAL URRAC,MINJAREZ,2012-04-19,F,3034435338,15489 GUN CLUB RD,80603-3814,LEANDRO NARCISO,MINJARE,BETHEREDGE@WTVM.COM
19440318,TYLER ADOLF,SCHWARZ,2014-04-13,M,3032335527,9609 KENT PL UNIT 213,80014-7449,THORSTEN LEIF,SCHWARZ,HANNAH.ORENSTEIN@BUSTLE.COM
19441203,LEWIS BYRON,WATKINS,2011-06-15,M,,3487 BLANCA PEAK CT,80027-6139,THEOBOLD ROGER,FISHER,PUBLISHER@GLOBALBUSINESS.NET
19440483,MARY ROSWITHA,KLEIN,2011-08-25,F,3034648293,7778 S POPLAR WAY E,80112-2531,SORAYA NAZARET,KLEIN,BOB_RAY@LIBERO.COM
19443441,ABIGAIL JUANA,ABREU,2013-03-07,F,3036278572,5705 S PEARL ST APT 1,80121-1137,ROSENDO OMAR,ABREU,PREESTRENOSDDC@RTVE.EDU
19437794,JOE BRUNO,OGSBURY,2011-10-30,M,3039978527,3900 ELATI ST APT 712,80216.0,BARBARA A.K.A. URSULA,ALLEN,BUAMUSICGROUPLLC@GMAIL.COM
19437836,IVAN QUICO,BUSTOS,2009-08-08,M,3034211092,9186 QUINTERO ST,80022-7201,BARBARA E,BUSTOS,BARBIEGRL@GMAIL.COM
19439291,JULIETTE L,CURTIN,2012-11-18,UN,3034889590,6024 N ENSENADA CT,80019-2101,FNU,CURTIN,JOECURTIN@YAHOO.COM
19438362,CELESTINA JACIN,ROBERTO-SALAZAR,2012-03-10,F,3036790936,4200 KING ST,80128-6411,BAUTISTA,SALAZAR,UIFW2018@GMAIL.COM
19438786,ROSE CHERIDA,STONE,2014-11-14,F,3036838855,12588 HUDSON CT,80241-3112,RONALD,MCCULLOUGH-JONE,
19441383,RYAN NICHOLAS,WILSON,2012-04-25,M,3036608256,520 W SPRUCE WAY,80027-2704,JERROLD SIMON,YARBROUGH,PAT@CFPETERBOROUGH.ORG
19440660,ZACH NORBERT,SATTLER,2013-10-25,M,3038630173,5490 LOCUST ST,80022-4304,DIETMAR DIETER,SATTLER,MARYKATE.BARTLETT@SLU.EDU
19441707,HANNAH SILVER,REDINGER,2012-05-27,F,3037581059,8637 W 66TH PL,80004-3228,EVERETT RUSSELL,REDINGER,BDEVEREUX@MENAPIAMOTORS.COM
19440201,ADAM LOKE,ERICKSON,2010-01-21,M,3037663083,3163 SOARING EAGLE LN,80109-2897,ROSA FILIPPA,ANDERSON,ANDERSON.FILIP269@HENDERSON.EDU
19437641,ADDY-AGATHA,GREGORY,2012-01-18,F,3034941582,21265 E NASSAU AVE,80013-7451,JENNIFER LOLA LOLA,BLOM,LAMQUANGVU1000@GMAIL.COM
19442763,HEBER HERNANDO,ESPANA,2009-01-30,M,3032870681,11441 W ROXBURY PL,80127-2837,VICENTE CAMILO,ESPANA,CALLCENTER@ARIANE.NET
19443483,ANDREZ ISAAC,ARMENDARIZ,2014-08-03,M,3034731915,1620 GARFIELD ST,80206-1915,SALMA SIMONE,ARMENDARIZ,ARMENDARIZ.SALMA319@EXPERIENCIAFUJI.ORG
19438460,M ROCKY,BRUNDAGE,2011-03-29,M,3032884172,11731 WEST          75TH DR,80003-1825,E. MIRABELL,BRUNDAGE,EDIE45632@GMAIL.COM
19443525,ALIZAH LAURA,LUCERO,2009-05-10,F,3037089509,1195 S NORFOLK ST,80017-4175,ANTONIO RAFA,LUCERO,LUISI.ANTONIOM2O@LIBERO.ORG
19439092,CHAD HENRY,SATTER,2001-08-18,M,3034661896,15629 E 51ST DR APT-3E,80239-5679,PAWAN CHAN,SATTER,PAWAN_SATTER@GMAIL.COM
19437713,D DARCY,JENKI,2009-07-22,M,3036508536,545 SNOWY-OWL HGTS,80302-5850,TALIA,JENKINS,TALIADOESHAIR@GMAIL.COM
19441035,CONNOR MATT,JONES,2009-05-10,M,3039480207,8215 W CLIFTON AVE,80128-5588,WALTER EGBERT,JONES,YONNA.WALTERSSON@ARBETET.ORG
19438537,ANTONIA ALMA,YANEZ,2014-07-07,F,3039487315,1521 W 34TH AVE.,80232-6664,SONIA,YANEZ,WGRKJAMRADONATION@GMAIL.COM
19439564,STELLA IVY,CLAWSON-GRIMM,2011-11-25,F,,3337 BLUE GRASS CIR,80109-8449,MICHAEL MNU,CLAWSON,SOCIOSPARAELPROGRESO@GMAIL.COM
19439353,JAMIE JOANNA,MARLER,2017-04-13,F,3037723261,12010       EMERSON ST,80241-1150,UNKNOWN,MARLER,HIKERMIKE@HOTMAIL.COM
19438596,BABY BOY,CLARKE-WALSH,2014-04-06,UN,3034389354,1150 S REED ST APT 1,80232-5564,MCKENNA LEENE,CLARKE-WALSH,MCKENNA@WPG.COM
19438986,B.L.,JACKSON,2014-08-23,F,3039841413,274 HOLMAN WAY   APT 4-E,80401-5183,SUSAN M.,LEE JACKSON,SUSANJACKSON_8@GMAIL.COM
19439391,BENITO JOSE,RENALDO,2017-12-20,M,3036638227,600 W 123RD AVE APT 3911,80234-1815,DR. WENDY,AVILA-ORTEGA,SUPPORT@AUTOPILOTHQ.COM
19443792,SABRINA OLIVE,MORGAN,2011-02-05,F,3039408933,906 PARIS ST,80010-3710,ROSEMARY HETTIE,MORGAN,TROSE@RACEFORWARD.ORG
19437889,ZACHARY DIERK,MEINERT,2012-08-13,M,3035120879,2557 E 31ST ST APT C-206,80216-4892,ANGELA,MEINERT,HST1HELP@GMAIL.COM
19441008,JAZMINE IVY,STEWARD,2014-03-15,F,3032846530,1755 S PECOS ST APT 16,80223-3785,PETER KENNETH,STEWARD,SKY@TEAMSKYWARD.COM
19440216,MADELEINE MILLA,RIDDER,2013-06-15,F,3037450002,14400 E FREMONT AVE APT 5-305,80112-4393,NEMI RIM,RIDDER,PETS@MIAMIDADE.NET
19440423,BRANDON ECKART,SCHMITT,2012-08-16,M,3039376788,10050 E HARVARD AVE APT A505,80231-6632,LENA ANNA,SCHMITT,TALENT@SWITCHMEDIA.NET
19443171,EDITH PAULINA,MARIN-RODRIGUEZ,2014-04-03,F,,14010 E HARVARD PL APT 418,80014-2464,HERNANDO GONZALO,MARIN-RODRIGUEZ,
19440687,HARRISON GUNTER,FUNK,2013-06-02,M,3036664637,2343 JUDSON ST,80501-1040,KLAUS JENS,FUNK,LBAILEY@AUGUSTAGA.COM
19443819,GAVIN FRASER,LIVINGSTON,2013-12-12,M,,57 BAYLOR DR,80503-2148,TORIN ALFRED,LIVINGSTON,BOEK@LVING.EDU
19440690,JAMES RUDOLF,GUCKENBERGER,2014-04-28,M,7207469368,10001 ALCOTT ST,80260-6141,MATHIAS CLEMENS,GUCKENBERGER,SHAINA.LUCK@CBC.COM
19440996,SAMUEL WATKIN,LANGSTON,2014-04-22,M,,7398 WINDSOR DR,80301-3729,JEFFREY CADE,LANGSTON,BOBBY@JEFFERYDRAGRECORDS.COM
